head;relation;tail
white goods shop manager;exactMatch;white goods manager
director of educational institution;exactMatch;director
indoor garden architect;exactMatch;indoor garden designer
student supervisor;exactMatch;student counsellor
manager multimedia shop;exactMatch;branch manager software and multimedia sales
cemetery employee;exactMatch;gravedigger
music shop manager;exactMatch;department manager sales of image and sound carriers
aquaculture business manager;exactMatch;fish farm manager
antique shop manager;exactMatch;manager of antique sales
geotechnical engineer;exactMatch;geotechnical mining engineer
geologist engineer;exactMatch;geophysicist
aquaculture farm technician;exactMatch;aquaculture hatchery technician
harvesting technician in aquaculture;exactMatch;aquaculture technician
aquaculture technician;exactMatch;aquaculture technician in water
teaching assistant secondary school;exactMatch;class assistant secondary school
locksmith;exactMatch;key maker
offset printer;exactMatch;offset print operator
driving instructor for motorbikes;exactMatch;driving school instructor for motorbikes
car driving instructor;exactMatch;driving school car instructor
driving instructor bus;exactMatch;driving school teacher bus
driving instructor;exactMatch;driving teacher
forester;exactMatch;park manager
book conservator;exactMatch;book restorer
remedial teacher;exactMatch;care teacher
tour guide;exactMatch;tour manager
forensic accountant;exactMatch;forensic financial expert
public accountant;exactMatch;financial accountant
accountant;exactMatch;public accountant
driving instructor truck;exactMatch;truck instructor
waste sorter;exactMatch;linen sorter
waste incinerator operations technician;exactMatch;waste incinerator operations manager
hazardous waste technician;exactMatch;site manager waste recycling
secondary school director;exactMatch;school principal
mountain guide;exactMatch;outdoor leader
specialised outdoor animator;exactMatch;specialised outdoor activities animator
outdoor instructor;exactMatch;outdoor activities instructor
outdoor animator;exactMatch;outdoor activities animator
outdoor coordinator;exactMatch;outdoor activities coordinator
director of video and cinema films;exactMatch;film director
social worker probation officer;exactMatch;probation worker
reservation manager;exactMatch;office manager
motor vehicle after sales manager;exactMatch;commercial vehicles after sales manager
surface grinder;exactMatch;metal grinder (machine sawing or cutting)
mover;exactMatch;moving assistant
binder of leaves;exactMatch;tobacco leaf binder
leaf sorter;exactMatch;tobacco leaf sorter
employee drying barn;exactMatch;employee tobacco drying barn
chimney sweep;exactMatch;chimney sweeper
hair removal specialist;exactMatch;waxing specialist
beauty salon assistant;exactMatch;spa assistant
beautician;exactMatch;beauty therapist
archive assistant;exactMatch;manager of company documents
merchandiser;exactMatch;window dresser
wallpaperer;exactMatch;decorator
harbour master;exactMatch;harbour captain
caulker;exactMatch;calfater
ship rigger;exactMatch;rigger
passenger ship steward;exactMatch;cruise steward
sheep breeder;exactMatch;sheep farmer
poster fitter;exactMatch;poster assistant
brochure deliverer;exactMatch;brochure clerk
automotive engine assembly technician;exactMatch;automotive engine assembly worker
motorbike assembly technician;exactMatch;motorbike assembly worker
vehicle assembly manager;exactMatch;vehicle assembly foreman
plastics and rubber production manager;exactMatch;plastics industry manager
manager retail promotions;exactMatch;sales manager promotions
web printer;exactMatch;printer (web printing)
probation worker;exactMatch;probation officer
justice of the peace;exactMatch;cantonal judge
pattern designer ready-to-wear;exactMatch;pattern maker (apparel)
digital pattern maker;exactMatch;digital pattern grader
grader;exactMatch;pattern maker grader
cad pattern maker ready-to-wear;exactMatch;cad pattern maker (clothing)
cad pattern designer;exactMatch;cad fashion designer
private driver;exactMatch;company driver
parking inspector;exactMatch;community warden
roofer;exactMatch;thatcher
employment agency;exactMatch;employment consultant
animal osteopath;exactMatch;animal therapist
osteopath;exactMatch;practitioner of osteopathy
orthoptist;exactMatch;orthopaedist
orthopaedic shoemaker;exactMatch;orthotist
social pedagogical assistant;exactMatch;social pedagogue
bridge inspector;exactMatch;technical inspector
forestry executive;exactMatch;wood production foreman
optician specialist;exactMatch;optician sharpener
optician;exactMatch;glasses salesperson
optical shop manager;exactMatch;optics manager
desktop publisher;exactMatch;graphic designer
educational researcher;exactMatch;educational pedagogue
instructional designer;exactMatch;instructional developer
education administrator;exactMatch;education coordinator
education inspector;exactMatch;education inspector
teaching assistant primary education;exactMatch;class assistant primary education
teaching assistant;exactMatch;class assistant nursery school
coke oven filler;exactMatch;coke unloader
street performer;exactMatch;street musician
judge at the supreme court;exactMatch;judge at the constitutional court
medical secretariat receptionist;exactMatch;chief receptionist medical secretariat
shunter;exactMatch;car master
medical imaging and radiation specialist;exactMatch;medical nuclear worker
purser;exactMatch;head of cabin crew
psychotherapist;exactMatch;psychotherapist
escort;exactMatch;sex worker
pricing analyst;exactMatch;pricing specialist
planning engineer leather production;exactMatch;production planning employee leather industry
industrial production technician;exactMatch;machine tool technician
monk/nun;exactMatch;monk
security officer;exactMatch;head of catering security
assistant-podologist;exactMatch;podiatry assistant
poultry farmer;exactMatch;chicken farmer
petroleum engineer;exactMatch;petroleum engineer
oil refining engineer;exactMatch;reservoir engineer
personnel officer;exactMatch;hr consultant
presser;exactMatch;clothes presser laundry
ironer;exactMatch;ironing workshop assistant
pedicurist;exactMatch;nail stylist
presenter;exactMatch;hostess
energy distribution engineer;exactMatch;energy engineer
mining control room operator;exactMatch;mine supervisor
geophysicist;exactMatch;seismologist
palaeontologist;exactMatch;paleoecologist
oceanographer;exactMatch;meteorologist-oceanographer
mineralogist;exactMatch;mining geologist
hydrogeologist;exactMatch;hydrogeological consultant
geochemist;exactMatch;chemical geologist
exploration geologist;exactMatch;oil and gas geologist
seismologist;exactMatch;seismological researcher
environmental geologist;exactMatch;environmental geologist
geologist;exactMatch;geologist
demographer;exactMatch;scientific researcher demography
mobile app developer;exactMatch;app developer
physiologist;exactMatch;pathologist-anatomist
ict technician;exactMatch;ict techician it technician
webmaster;exactMatch;website adminstrator
military administration officer;exactMatch;non-commissioned officer administration
engineer defence;exactMatch;officer technical service
intelligence and security officer;exactMatch;cryptanalyst
maternity nurse;exactMatch;lactation expert
air force pilot;exactMatch;air force pilot
officer naval service;exactMatch;sheriff at night
helpdesk assistant;exactMatch;it helpdesk assistant
data centre employee;exactMatch;pop employee
admiral;exactMatch;naval captain
ict helpdesk manager;exactMatch;it helpdesk manager
planner;exactMatch;spatial planner
civil engineer;exactMatch;building physics consultant
insurance premium analyst;exactMatch;actuarial analyst
assistant actuary;exactMatch;candidate actuary
insurance administrative assistant;exactMatch;administrative assistant at an insurance office
microbiologist;exactMatch;routine microbiology analyst
plant products specialist;exactMatch;plant products technician
biomedical science specialist;exactMatch;biomedical technologist
aquaculture biologist;exactMatch;aquaculture expert
biologist;exactMatch;ecologist
linguist;exactMatch;philologist
head of insurance agency;exactMatch;funeral insurance manager
cosmologist;exactMatch;theoretical astronomer
astronomer;exactMatch;researcher in astronomy
property liability insurance underwriter;exactMatch;property underwriter
insurance underwriter;exactMatch;underwriter
central bank governor;exactMatch;central bank president
manager bank products;exactMatch;product manager banks
private banker;exactMatch;responsible bank relations
merchant bank manager;exactMatch;corporate banking services account manager
director cooperative bank;exactMatch;manager cooperative bank
bank manager;exactMatch;manager of bank branch
mortgage broker;exactMatch;manager of mortgages
financial planner;exactMatch;private financial adviser
insurance agent;exactMatch;insurance consultant
fundraising assistant;exactMatch;fundraising assistant
lawyer;exactMatch;management lawyer
declarant;exactMatch;customs agent
integration engineer;exactMatch;ict system engineer
aircraft maintenance engineer;exactMatch;aircraft maintenance mechanic
ship electrician;exactMatch;shipbuilding electrician
dentist specialist;exactMatch;prosthodontist
ict capacity planner;exactMatch;ict performance manager
ict network engineer;exactMatch;network configurator
ict resilience manager;exactMatch;vulnerability manager
head of ict security;exactMatch;chief information security officer
ict security technician;exactMatch;ict security specialist
ict security administrator;exactMatch;ict security specialist
prison officer;exactMatch;penitentiary security assistant
company fireman;exactMatch;company fire watchman
fire master;exactMatch;regional commander/director fire brigade
web developer;exactMatch;back-end developer
fireman;exactMatch;firewoman
officer;exactMatch;professional army officer
squadron commander;exactMatch;commander
ict application developer;exactMatch;software designer
software developer;exactMatch;application developer
digital games developer;exactMatch;computer game designer
bioinformatician;exactMatch;bioinformatician studies, research and development
digital media designer;exactMatch;multimedia designer
ethical hacker;exactMatch;cyber vulnerability analyst
judge;exactMatch;criminal judge
test analyst;exactMatch;software test designer
software tester;exactMatch;unit tester
ict system administrator;exactMatch;system administrator
prevention consultant;exactMatch;hse consultant
chief fire officer;exactMatch;fire brigade commander
government licensing officer;exactMatch;licensing authority
fire safety inspector;exactMatch;fire expert
fireman at water;exactMatch;employee ship firefighting
chief of police;exactMatch;commissioner of police
user interface developer;exactMatch;user interface designer
user experience analyst;exactMatch;usability analyst
chief inspector;exactMatch;police inspector
tactical detective;exactMatch;tactical investigator
technical investigator;exactMatch;forensic-technical investigator
laundry assistant;exactMatch;industrial laundry assistant
warehouse employee;exactMatch;warehouse assistant
police officer;exactMatch;policeman
director of a prison;exactMatch;head of a penitentiary institution
ict usability tester;exactMatch;accessibility tester
ict system tester;exactMatch;system tester
ict integration tester;exactMatch;sit tester
ict accessibility tester;exactMatch;usability tester
games tester;exactMatch;computer game tester
user interface designer;exactMatch;usability engineer
digital games designer;exactMatch;computer game programmer
painter construction;exactMatch;industrial painter
production cost estimator;exactMatch;production cost calculator
calculator;exactMatch;calculation engineer
bricklayer foreman;exactMatch;bricklayer
building site operative;exactMatch;building site cleaner
carpentry supervisor;exactMatch;cooperating foreman building carpenter
gritblaster;exactMatch;machine polisher
roofing foreman;exactMatch;chief roofing engineer
main building contractor;exactMatch;site manager public works
chimney sweep foreman;exactMatch;master chimney sweep
bricklayer;exactMatch;masonry contractor
telecom equipment maintenance engineer;exactMatch;telecom technician
construction developer;exactMatch;housing development manager
urban planner;exactMatch;urban planner
insulator;exactMatch;installer of insulation
insulation team leader;exactMatch;foreman insulation works
marine engine assembly technician;exactMatch;outboard engine mechanic
marine engine tester;exactMatch;marine engine inspector
train cleaner;exactMatch;train interior cleaner
communications scientist;exactMatch;scientific researcher communications
fibreglass lamination operator;exactMatch;fibreglass technician
building quality inspector;exactMatch;site safety supervisor
traffic engineer;exactMatch;traffic engineering consultant
electrical engineer;exactMatch;assistant inspector for electrical installations
building inspector;exactMatch;technical inspector of buildings
scientific researcher religious studies;exactMatch;religious scientist
architect;exactMatch;urban planning architect
building quality manager;exactMatch;construction and public works safety engineer
interior caretaker;exactMatch;private household cleaner
reviewer;exactMatch;art reviewer
head of publications;exactMatch;print manager
journalist;exactMatch;reporter
picture editor;exactMatch;photo editor
metal furniture machine operator;exactMatch;metal furniture assembly assistant
furniture assembly assistant;exactMatch;wood furniture assembly assistant
furniture maker;exactMatch;bed maker
gardener;exactMatch;landscaper
civil engineering craftsman;exactMatch;civil engineering worker
housekeeper;exactMatch;caretaker
metalworker-smith;exactMatch;welder
sculptor;exactMatch;sculptress
lighting designer performance;exactMatch;lighting designer
graphic designer;exactMatch;advertising designer
production designer;exactMatch;scenographer
laundry foreman;exactMatch;laundry manager
waste disposal supervisor;exactMatch;waste sorting supervisor
street sweeper;exactMatch;environmental worker
amusement park cleaner;exactMatch;cleaning lady in amusement park
toilet attendant;exactMatch;toilet lady
set designer;exactMatch;set designer theatre
membership administration officer;exactMatch; membership administration officer
building cleaner;exactMatch;cleaner
food biotechnologist;exactMatch;food technologist
cad designer;exactMatch;cad specialist
architectural draftsman;exactMatch;construction draftsman
biophysicist;exactMatch;biotechnologist
physicist;exactMatch;clinical physicist
ecologist;exactMatch;ecologist
air pollution analyst;exactMatch;sampler
environmental scientist;exactMatch;agricultural and environmental researcher
environmental protection scientist;exactMatch;environmental protection manager
garden sales specialist;exactMatch;florist
concrete finisher;exactMatch;formworker
foreman concrete finisher;exactMatch;concrete floor finisher
communications infrastructure service engineer;exactMatch;communications infrastructure technician
facade cleaner;exactMatch;building cleaner (exterior)
geneticist;exactMatch;medical specialist embryology
immunologist;exactMatch;research analyst immunology
researcher in thanatology;exactMatch;thanatologist
drafter of deeds of transfer;exactMatch;notary clerk
notary clerk;exactMatch;notary assistant
insolvency assistant;exactMatch;bankruptcy specialist
administrative officer legal secretariat;exactMatch;notarial secretary
specialised veterinarian;exactMatch;farm animal veterinarian
psychologist;exactMatch;psychologist
industrial automation engineer;exactMatch;automation engineer
industrial production manager;exactMatch;industrial production manager
cable technician;exactMatch;underground pipe technician
consumer electronics technician;exactMatch;electronic appliance repairer
electrical engineer;exactMatch;electric installations engineer
smt machine operator;exactMatch;pick and place machine operator
electronic equipment assembler;exactMatch;assistant electronic components assembler
social sciences researcher;exactMatch;social scientist
electronics engineer;exactMatch;electronics designer
electronics draughtsman;exactMatch;electrical installation draughtsman
biochemist;exactMatch;biotechnologist
chemist;exactMatch;medical chemist
technical electrician;exactMatch;electricity and electronics designer
electric installation engineer;exactMatch;electrician
technical engineer microelectronics;exactMatch;engineer microelectronics
instrumentation engineer;exactMatch;instrumentation engineer mining
construction engineer;exactMatch;civil engineering designer
steel construction mechanic;exactMatch;steel construction worker
pcb designer;exactMatch;electronic schematic designer
bicycle mechanic;exactMatch;scooter mechanic
digital artist;exactMatch;computer artist
security expert;exactMatch;security officer
social security officer;exactMatch;social support act consultant
kitchen fitter;exactMatch;kitchen installer
reintegration expert;exactMatch;career counsellor
vocational guidance consultant;exactMatch;employment consultant
silversmith;exactMatch;designer of medals
goldsmith;exactMatch;precious metal worker
account manager;exactMatch;key account manager
call centre supervisor;exactMatch;call centre manager
call centre analyst;exactMatch;analyst in a call centre
social worker guidance foreigners;exactMatch;social worker guidance foreign guest workers
contact centre supervisor;exactMatch;contact centre manager
spark machine operator;exactMatch;edm machine operator
translator;exactMatch;sworn interpreter
interpreter;exactMatch;conference interpreter
baker;exactMatch;pastry chef
specialised nurse;exactMatch;urology nurse
lorry driver;exactMatch;road tanker driver
fitter of overhead lines;exactMatch;placer of overhead lines and cables
electricity transmission network dispatcher;exactMatch;foreman cable worker low and medium voltage networks
general nurse;exactMatch;general care nurse
pasta maker;exactMatch;pasta chef
cook;exactMatch;potager
body artist;exactMatch; body artist
head of domestic service;exactMatch;head of household service
real estate leasing employee;exactMatch;employee leasing residential real estate
mechanic industrial machines;exactMatch;technician industrial machines
hazardous goods driver;exactMatch;driver adr
aircraft tanker;exactMatch; airport employee aviation fuel
supervisor residential adults with disabilities or addictions;exactMatch;supervisor residential adults with disabilities
attendant residential children with disabilities;exactMatch;attendant residential children with physical disabilities
medical nuclear worker;exactMatch;mbb nuclear medicine worker
deck officer;exactMatch;coxswain on restricted waters
boatswain;exactMatch;boatswain fishery
watch engineer marine;exactMatch;engine driver passenger ships
marine engineer;exactMatch;ship's engineer
sea angler;exactMatch;deep-sea fisherman
captain coastal fishing;exactMatch;captain fishing
captain of fishing vessel;exactMatch;captain cutter fishing
skipper;exactMatch;inland skipper container and tanker shipping
deckhand fishery;exactMatch;net cutter
riveting worker;exactMatch;assembly worker (riveting)
shipbuilder;exactMatch;ship carpenter
helmsman;exactMatch;helmswoman
customer advisor;exactMatch;customer relations manager
orthopaedic technician;exactMatch;prosthetician
atm service technician;exactMatch;atm maintenance worker
shepherd;exactMatch; sheepherder
hairdresser;exactMatch;woman hairdresser
operator textile designs;exactMatch;operator pattern machine (textile)
non-wovens operator;exactMatch;felt production assistant
textile finisher;exactMatch;textile processor
textile dyer;exactMatch;operator textile dyeing machine
textile dyeing technician;exactMatch;industrial textile dyeing technician
textile finishing technician;exactMatch;bleaching machine operator
textile printer;exactMatch;textile printer
textile technician weaving;exactMatch;operator passement weaving
weaving supervisor;exactMatch;weaving foreman
agricultural technician;exactMatch;agricultural crop selector
tufting operator;exactMatch;tufter
textile machine operator;exactMatch;textile operator
knitting technician;exactMatch;textile technician knitting
knitting machine supervisor;exactMatch;foreman knitting shop
knitting machine operator;exactMatch;machine knitter
winder operator textile industry;exactMatch;winder operator (textile)
weaver;exactMatch;operator weaving machine
braiding machine operator;exactMatch;braiding machine operator
twisting machine operator;exactMatch;twiner
yarn spinner;exactMatch;operator yarn spinner
synthetic fibre spinner;exactMatch;operator synthetic fibres
operator spinner;exactMatch;operator spinning machine
islamic butcher;exactMatch;halal butcher
career advisor;exactMatch;career counselor
weaving machine operator;exactMatch;machine weaver
biomedical technologist;exactMatch;biomedical technology engineer
horticultural technician;exactMatch;employee greenhouse horticulture
vineyard machinist;exactMatch;winery machinist
tax inspector;exactMatch;tax inspector
aquaculture quality controller;exactMatch;aquaculture expert
building supervisor;exactMatch;construction site manager
team leader electricians;exactMatch;supervisor of electrical works
vocational teacher;exactMatch;vocational education teacher
gunsmith;exactMatch;weapon repairer
model builder;exactMatch;model maker
designer of miniature film sets and props;exactMatch;designer of miniature film props
tree grower;exactMatch;fruit grower
event manager;exactMatch;person responsible for events
event organisation assistant;exactMatch;assistant to the event manager
sports manager;exactMatch;football club manager
ginning machine operator;exactMatch;cotton ginning machine operator
machine operator chemical bonding non-wovens;exactMatch;machine operator non-wovens (chemical)
musician;exactMatch;professional musician
employee recreational activities;exactMatch;employee amusement arcade
singer;exactMatch;street singer
instructor drivers of railway vehicles;exactMatch;instructor train drivers
higher education nursing lecturer;exactMatch;nursing lecturer
agricultural scientist;exactMatch;scientific researcher in agricultural economics
botanist;exactMatch;gardener
event organiser;exactMatch;impresario
video designer;exactMatch;video developer
customer service representative;exactMatch;customer service assistant
technical customer service representative;exactMatch;after-sales service technician
shiatsu practitioner;exactMatch;finger pressure therapist
massage therapist;exactMatch;shiatsu masseuse
aromatherapist;exactMatch;aromatherapy relaxation therapist
herbalist;exactMatch;herbal medicine therapist
kinesiologist;exactMatch;movement scientist
traditional chinese medicine therapist;exactMatch;garden therapist
complementary therapist;exactMatch;holistic health therapist
chief data officer;exactMatch;chief information officer
chief information officer;exactMatch;cio
ict information manager;exactMatch;it information manager
ebusiness manager;exactMatch;ebusiness development manager
addiction counsellor;exactMatch;addiction consultant
ict consultant;exactMatch;software consultant
socio-cultural worker specialising in community work;exactMatch;community worker
embedded systems software developer;exactMatch;embedded software designer
embedded systems designer;exactMatch;embedded software engineer
assistant accountant;exactMatch;accounting management assistant
social investigator;exactMatch;claims assessor (social insurance)
mediator;exactMatch;mediator
masseur;exactMatch;sports masseuse
meals assistant;exactMatch;cabin assistant aircraft meals
catering establishment receptionist;exactMatch;front office assistant
security guard;exactMatch;security officer
hotel porter;exactMatch;luggage handler
porter;exactMatch;hotel porter
management assistant;exactMatch;executive assistant
chef;exactMatch;chef de cuisine
surveillance and security officer;exactMatch;community warden
system developer;exactMatch;it system developer
software manager;exactMatch;ict applications manager
ict system architect;exactMatch;network engineer
sergeant;exactMatch;second master
colonel;exactMatch;lieutenant colonel
brigadier general;exactMatch;brigadier-general
major;exactMatch;officer royal army
general;exactMatch;major general
army captain;exactMatch;major
lieutenant;exactMatch;sub-lieutenant
data warehouse designer;exactMatch;data warehouse engineer
manager security non-public part airport;exactMatch;head of airport security
security coordinator;exactMatch;chief security officer
airport security officer;exactMatch;airport security officer
ict network architect;exactMatch;network engineer
bodyguard;exactMatch;personal security officer
ict project manager;exactMatch;it project manager
control room switchboard operator;exactMatch;calltaker
ict operations manager;exactMatch;systems and network manager
cash and valuables transporter;exactMatch;cash and valuables transport driver
security officer transporting money and valuables;exactMatch;security guard transporting money and valuables
shop assistant;exactMatch;security guard
relationship mediator;exactMatch;relationship consultant
green ict consultant;exactMatch;green it consultant
ict system integration consultant;exactMatch;ict integration consultant
services manager;exactMatch;business services manager
private chef;exactMatch;temporary chef
head sommelier;exactMatch;wine waiter
hospital social worker;exactMatch;hospital medical social worker
pizzaiolo;exactMatch;pizzaiola
production manager;exactMatch;production team leader
building contractor;exactMatch;housing contractor
municipal councillor;exactMatch;member of the college of aldermen
senator;exactMatch;senatoress
minister;exactMatch;prime minister
night porter;exactMatch;night receptionist
quality controller;exactMatch;product control employee
quality manager shoe production;exactMatch;quality manager shoe industry
energy expert;exactMatch;consultant in energy consumption
quality manager in industry;exactMatch;quality manager process industry
commercial director;exactMatch;commercial director
interior consultant;exactMatch;colour and interior consultant
ict business development manager;exactMatch;business development manager ict
handyman;exactMatch;jack-of-all-trades
tanning consultant;exactMatch;employee tanning bed
operations manager;exactMatch;business manager
business unit manager;exactMatch;project manager
banking customer advisor;exactMatch;commercial banking customer service assistant
chat employee;exactMatch;online chat employee
kitchen assistant;exactMatch;dishwasher
energy expert residential buildings;exactMatch;consultant residential energy market
energy consumption consultant;exactMatch;energy conservation consultant
host/hostess;exactMatch;restaurant manager
maã®tre d'hã´tel;exactMatch;hotel manager
wine sommelier;exactMatch;oenologist
beer sommelier;exactMatch;beer expert
sommelier;exactMatch;maã®tre-sommelier
train steward/train stewardess;exactMatch;train steward
waiter/waitress;exactMatch; bar assistant
public service manager;exactMatch;first employee catering industry
receptionist;exactMatch;reception manager
accommodation manager;exactMatch;manager of catering establishment
energy analyst;exactMatch;energy performance consultant
restaurant manager;exactMatch;food and beverage service manager
team leader in fast food restaurants and snack bars;exactMatch;manager restaurant with fast service
claims correspondent;exactMatch;insurance expert
claims handler;exactMatch;motor claims handler
ict application configurator;exactMatch;application developer
carpenter;exactMatch;cabinetmaker
test technician hardware;exactMatch;test technician
computer hardware engineer;exactMatch;computer hardware developer
computer scientist;exactMatch;ict researcher
chief technology officer;exactMatch;cto
web content manager;exactMatch;web content manager
energy consultant;exactMatch;epc officer
fast food employee;exactMatch;fast food assistant
wellness centre manager;exactMatch;sauna director
editor-in-chief;exactMatch;proofreader
car mechanic;exactMatch;car technician
pipeline maintenance engineer;exactMatch;water pipeline maintenance engineer
retail checkout department manager;exactMatch;retail checkout sales manager
drilling engineer;exactMatch;drilling supervisor
lift assembly team leader;exactMatch;lead lift technician
heating and ventilation engineer;exactMatch;heating, ventilation and air-conditioning engineer
mud logger;exactMatch;drilling suspension analyst
water systems engineer;exactMatch;sanitary water treatment engineer
team leader plumber;exactMatch;plumber foreman
community work social worker;exactMatch;community worker
crisis intervention social worker;exactMatch;crisis care social worker
social worker alcohol, drug, gambling addicts;exactMatch;social worker drug addicts
social worker armed forces;exactMatch;company social worker armed forces
heating engineer;exactMatch;central heating installer
foster care supervisor;exactMatch;foster care counsellor
youth care worker;exactMatch;youth care assistant
guardian;exactMatch;youth guardian
games of chance inspector;exactMatch;inspector for the games of chance act
sports and recreation policy officer;exactMatch;leisure policy officer
support worker for persons with disabilities;exactMatch;support worker for persons with physical disabilities
family social worker;exactMatch;family social worker
policy director recreation and tourism;exactMatch;tourism product development manager
travel agent;exactMatch;salesperson in a travel agency
canning and bottling line worker;exactMatch;canner
plastic furniture machine operator;exactMatch;plastic furniture machine operator
die press operator;exactMatch; die press operator
vacuum forming machine operator;exactMatch;thermoforming machine operator
operator pultrusion machine;exactMatch;operator profile drawing
blow moulding machine operator;exactMatch;blow extrusion operator
manager oil and gas extraction;exactMatch; director gas production company
cosmetics production machine operator;exactMatch;cosmetics production machine operator
paint mixer;exactMatch;paint master
paint grinder;exactMatch;paint mixer
chemical mixer;exactMatch;chemical process operator
soap maker;exactMatch;soaper
perfume production machine operator;exactMatch;perfume production machine operator
capsule filling machine operator;exactMatch;tablet machine operator
policy officer social affairs and welfare;exactMatch;policy officer social domain
utility inspector;exactMatch;building inspector
elder worker;exactMatch;elder welfare worker
travel consultant;exactMatch;travel agent
varnisher;exactMatch;varnish preparer
cigar packer;exactMatch;cigar manufacturer
social worker, specialising in mental health care;exactMatch;social worker for alcohol, drug and gambling addicts
civil affairs officer;exactMatch;administrative officer for civil affairs
archivist;exactMatch;archive manager
cultural archive manager;exactMatch;archive manager
nanny;exactMatch;babysitter
childminder;exactMatch;child supervisor
art restorer;exactMatch;furniture restorer
art handler;exactMatch;art transport, storage and packaging assistant
textile quality technician;exactMatch;laboratory technician testing
physical technician;exactMatch;physical analyst
textile chemical grade technician;exactMatch;textile laboratory technician
laboratory technician leather goods;exactMatch;leather tester
technician-chemist;exactMatch;chemistry assistant
botany laboratory assistant;exactMatch;routine botany analyst
montessori school teacher;exactMatch;teacher at montessori school
teacher steiner education;exactMatch;teacher steiner school
primary school teacher;exactMatch;teacher
aircraft engine assembly technician;exactMatch;aircraft engine assembly worker
aircraft engine specialist;exactMatch;aircraft engine engineer
biochemical laboratory assistant;exactMatch;biochemistry laboratory engineer
librarian;exactMatch;employee municipal library
spiritual nurse;exactMatch;army pandit
biomedical laboratory assistant;exactMatch;employee pre-analytical department
textile quality inspector;exactMatch;textile quality controller
clothing quality inspector;exactMatch;garment quality controller
freinet education teacher;exactMatch;freinet school teacher
education policy officer;exactMatch;education policy officer
information manager;exactMatch;documentalist
distribution manager specialised articles;exactMatch;supply chain planner specialised articles
administrative officer public administration;exactMatch;administrative assistant public administration
family counsellor;exactMatch;family counsellor assistant
day-care centre worker;exactMatch;crã¨che worker
educational officer;exactMatch;museum educator
education programme coordinator;exactMatch;training coordinator
derrickhand;exactMatch;derrick operator
rigger;exactMatch;rigger-mounted worker
childcare supervisor-coordinator;exactMatch;childcare network manager
roughneck;exactMatch;drill floor worker
roustabout;exactMatch;handler
manager energy production company;exactMatch;manager hydropower operation
embroidery machine operator;exactMatch;garment embroiderer
textile goods manufacturer;exactMatch;tent maker
embroiderer;exactMatch;hand embroiderer
chemistry technician;exactMatch;chemical industry manufacturing technician
textile industry production manager;exactMatch;textile workshop manager
quality manager textile industry;exactMatch;compliance officer textile
companion;exactMatch;lady companion
home help;exactMatch;home care assistant
water quality analyst;exactMatch;water quality manager
biological laboratory technician;exactMatch;technician-biologist in an industrial control laboratory
bacteriological laboratory technician;exactMatch;bacteriological analyst
groundwater monitoring technician;exactMatch;groundwater analysis technician
biotech laboratory assistant;exactMatch;biotechnician
textile process controller;exactMatch;textile process inspector
process operator packaging and filling machine;exactMatch;machine operator filling machine
garment and textile assembly operator;exactMatch;full piece mechanic in garment industry
chemical industry process engineer;exactMatch;chemical industry panel operator
assistant director;exactMatch;assistant school leader
director of kindergarten;exactMatch;director of day-care centre
learning support assistant;exactMatch;gon supervisor
attractions employee;exactMatch;fairground employee
service employee cinema, theatre;exactMatch;usher
locker room attendant;exactMatch;locker room assistant
cloakroom attendant;exactMatch;cloakroom assistant
clothes cutter;exactMatch;garment cutter
destination manager;exactMatch;destination manager
tourism contract negotiator;exactMatch;travel agent
air separation plant operator;exactMatch;employee air separation plant
tour operator manager;exactMatch;head of travel organisation
home care worker;exactMatch;care and welfare assistant
public housing manager;exactMatch;planning and public housing policy officer
nursery school teacher;exactMatch;childcare worker
regional development policy officer;exactMatch;regional development policy officer
regional manager;exactMatch;manager of a distribution zone
bulk filler;exactMatch;bulk goods loader
brewery employee;exactMatch;beer brewer
tourism product manager;exactMatch;tourism manager
process operator mixer;exactMatch;mixer
biogas technician;exactMatch;biogas plant operator
refinery operator;exactMatch;petroleum industry technician
oil pump system operator;exactMatch;petroleum pump system operator
screen operator refinery;exactMatch;computer operator refinery
gas processing plant operator;exactMatch;gas distribution plant operator
gas processing plant control room operator;exactMatch;gas processing plant screen operator
control room operator chemical plant;exactMatch;switchboard operator chemical process industry
personal stylist;exactMatch;image stylist
chemical industry production manager;exactMatch;chemical production manager
shift manager refinery;exactMatch;foreman oil refinery
manager gas processing plant;exactMatch;responsible gas processing plant
secretary-general;exactMatch;general chairman
nursing home manager;exactMatch;head of nursing home
master coffee roaster;exactMatch;coffee producer
milk reception assistant;exactMatch;milk reception logistics assistant
distiller;exactMatch;refinery assistant
coffee roaster;exactMatch;coffee producer
youth centre manager;exactMatch;youth centre director
clothing production manager;exactMatch;head of clothing industry
pulp quality controller;exactMatch;pulp and paper quality controller
gas compression operator;exactMatch;gas pumping station operator
steam turbine operator;exactMatch;steam turbine turbine operator
energy production control room operator;exactMatch;energy control room operator
nuclear power plant operation technician;exactMatch;nuclear power plant maintenance electrician
hydropower plant operation technician;exactMatch;hydropower plant operator
geothermal energy plant operation technician;exactMatch;geothermal energy production operator
fossil fuel power plant operation technician;exactMatch;turbine operator
power line operating technician;exactMatch;high and low voltage cable laying technician
pulping operator;exactMatch;paper production operator
malt master;exactMatch;whisky distiller
automatic assembly line operator;exactMatch;assembler
yeast distiller;exactMatch;yeast producer
vermouth producer;exactMatch;vermouth production worker
